Brand,Brand Id,Cars,Models,Model Id,Variants,Sales_2021,Price,Our_Rating,Fuel_Type,Engine_Displacement,Body_Style,Doors,Seats,Airbags,Max_Power,Max_Torque,Gearbox_Type,Warranty_Distance,Warranty_Duration,Length,Width,Height,Wheelbase,Ground_Clearance,Boot_Capacity,Fuel_Type_Propulsion,Engine_Installation,Engine_Type,Max_Engine_Power,Max_Engine_Torque,Drive_Layout,Number_Of_Gears,Selectable_Differential_Lock,Fuel_Tank_Capacity,Official_Fuel_Economy,Auto_Start_Stop,Front_Suspension_Type,Front_Springs,Rear_Suspension_Type,Rear_Springs,Damper_Control,Ride_Height_Adjust,Type_Of_Power_Assist,Steering_Adjust,Steering_Adjust_Type,Turning_Radius,Wheels,Wheel_Size,Front_Tyre_Size,Rear_Tyre_Size,Spare_Wheel,Front_Brakes,Rear_Brakes,Anti_Lock_Brakes_Abs,Electronic_Brakeforce_Distribution_Ebd,Brake_Assist_Ba,Electronic_Parking_Brake,Traction_Control,Electronic_Stability_Control,Hill_Start_Assist,Hill_Descent_Control,Anti_Pinch_Power_Windows,Central_Locking,Speed_Sensing_Auto_Door_Locks,Child_Safety_Lock,Isofix_Child_Seat_Mounts,Automatic_Headlamps,Automatic_Wipers,Rear_Washer_Wiper,Rear_Defogger,Day_Night_Interior_Mirror,Parking_Sensors,Parking_Camera,Tyre_Pressure_Monitoring_System,Blind_Spot_Monitor,Adaptive_Cruise_Control,Body_Coloured_Bumpers,Projector_Headlamps,Headlight_Type,Daytime_Running_Lights,Front_Fog_Lamps,Leather_Wrapped_Steering_Wheel,Leather_Wrapped_Gear_Knob,Drivers_Seat_Height_Adjust,Electric_Adjust_For_Drivers_Seat,Drivers_Seat_Memory,Front_Passenger_Seat_Height_Adjust,Electric_Adjust_For_Front_Passenger_Seat,Front_Passenger_Seat_Memory,Adjustable_Front_Headrests,Ventilated_Seats,Heated_Seats,Massage_Seats,Front_Seat_Armrest,Rear_Seat_Armrest,Adjustable_Rear_Headrests,Individual_Chairs_At_Rear,Rear_Seat_Backrest_Recline,Rear_Seat_Backrest_Fold,Rear_Seat_Backrest_Split,Third_Row_Seats,Audio_System,Cd_Player,Usb_Input,Aux_Input,Bluetooth_Audio_Streaming,Bluetooth_Telephone_Function,Steering_Audio_Controls,Steering_Phone_Controls,Wireless_Phone_Charging,Display,Android_Auto,Apple_Carplay,Mirrorlink,Web_Browser,Video_Player,Satellite_vigation,Voice_Commands,Gesture_Controls,Touchpad,Rear_Entertainment_Screens,Power_Windows,Power_Windows_With_One_Touch_Down,Power_Windows_With_One_Touch_Up,Exterior_Mirrors_Electric_Adjust,Exterior_Mirrors_Electric_Fold,Remote_Locking,Keyless_Entry,Push_Button_Start,Climate_Control,Rear_Ac_Vents,Third_Row_Ac_Vents,Front_Passenger_Seat_Adjust_From_Rear,Rear_Window_Sun_Shades,Rear_Windscreen_Sun_Shade,Rear_Power_Outlet,Sunroof,Configurable_Ambient_Lighting,Driving_Modes,Cruise_Control,Auto_Parking,Launch_Control,Dead_Pedal,Hands_Free_Boot_Opening,Speedometer,Tachometer,Trip_Meter,Average_Fuel_Consumption,Average_Speed,Distance_To_Empty,Low_Fuel_Level_Warning,Instantaneous_Consumption,Gear_Indicator,Shift_Indicator,Head_Up_Display,Kerb_Weight,City_Fuel_Economy_Tested,Highway_Fuel_Economy_Tested,Average sales
Nissan,15,Nissan Magnite,Magnite,152,1.0 Turbo-petrol XL CVT,"36,518","895,000",8,Petrol,999 cc,SUV,5,5,2,100hp at 5000rpm,152Nm at 2200-4400rpm,CVT Auto,50000 km,2 Years,3994 mm,1758 mm,1572 mm,2500 mm,205 mm,336 litres,Petrol,Front,"3 cyls, Turbocharged",100hp at 5000rpm,152Nm at 2200-4400rpm,Front-Wheel Drive,,No,40 litres,17.7kpl,No,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,No,No,Electric,Tilt,Manual,5 m,Steel Rims with Wheel Covers,16-inches,195/60 R16,195/60 R16,Space-saver,Discs,Drums,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Manual,Rear,No,No,No,No,Yes,No,Halogen,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,2 DIN,No,No,No,No,No,No,No,No,No,No,Front and Rear,Driver's Window Only,Driver's Window Only,Yes,Yes,Yes,Yes,Yes,Auto 1-zone,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Alog,Alog,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,1039 kg,,,
Nissan,15,Nissan Magnite,Magnite,152,1.0 Petrol XV Premium Tech,"36,518","857,000",8,Petrol,999 cc,SUV,5,5,2,72hp at 6250rpm,96Nm at 3500rpm,5-speed Manual,50000 km,2 Years,3994 mm,1758 mm,1572 mm,2500 mm,205 mm,336 litres,Petrol,Front,3 cyls,72hp at 6250rpm,96Nm at 3500rpm,Front-Wheel Drive,5,No,40 litres,18.75kpl,No,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,No,No,Electric,Tilt,Manual,5 m,Alloys,16-inches,195/60 R16,195/60 R16,Space-saver,Discs,Drums,Yes,Yes,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Manual,Rear,360-degree,Yes,No,No,Yes,Yes,LED,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,8-inch Touchscreen,Yes,Yes,No,No,Yes,Phone-based,Yes,No,No,No,Front and Rear,Driver's Window Only,Driver's Window Only,Yes,Yes,Yes,Yes,Yes,Auto 1-zone,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Digital,Digital,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,939 kg,,,
Nissan,15,Nissan Magnite,Magnite,152,1.0 Turbo-petrol XV Tech,"36,518","871,000",8,Petrol,999 cc,SUV,5,5,2,100hp at 5000rpm,160Nm at 2800-3600rpm,5-speed Manual,50000 km,2 Years,3994 mm,1758 mm,1572 mm,2500 mm,205 mm,336 litres,Petrol,Front,"3 cyls, Turbocharged",100hp at 5000rpm,160Nm at 2800-3600rpm,Front-Wheel Drive,5,No,40 litres,20kpl,No,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,No,No,Electric,Tilt,Manual,5 m,Alloys,16-inches,195/60 R16,195/60 R16,Space-saver,Discs,Drums,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Manual,Rear,Rear,No,No,No,Yes,No,Halogen,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,8-inch Touchscreen,Yes,Yes,No,No,Yes,Phone-based,Yes,No,No,No,Front and Rear,Driver's Window Only,Driver's Window Only,Yes,Yes,Yes,Yes,Yes,Auto 1-zone,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Digital,Digital,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,1014 kg,,,
Nissan,15,Nissan Magnite,Magnite,152,1.0 Turbo-petrol XV Premium,"36,518","957,000",8,Petrol,999 cc,SUV,5,5,2,100hp at 5000rpm,160Nm at 2800-3600rpm,5-speed Manual,50000 km,2 Years,3994 mm,1758 mm,1572 mm,2500 mm,205 mm,336 litres,Petrol,Front,"3 cyls, Turbocharged",100hp at 5000rpm,160Nm at 2800-3600rpm,Front-Wheel Drive,5,No,40 litres,20kpl,No,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,No,No,Electric,Tilt,Manual,5 m,Alloys,16-inches,195/60 R16,195/60 R16,Space-saver,Discs,Drums,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Manual,Rear,360-degree,Yes,No,No,Yes,Yes,LED,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,8-inch Touchscreen,Yes,Yes,No,No,Yes,Phone-based,Yes,No,No,No,Front and Rear,Driver's Window Only,Driver's Window Only,Yes,Yes,Yes,Yes,Yes,Auto 1-zone,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Digital,Digital,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,1014 kg,,,
Nissan,15,Nissan Magnite,Magnite,152,1.0 Turbo-petrol XV Premium (O),"36,518","968,000",8,Petrol,999 cc,SUV,5,5,2,100hp at 5000rpm,160Nm at 2800-3600rpm,5-speed Manual,50000 km,2 Years,3994 mm,1758 mm,1572 mm,2500 mm,205 mm,336 litres,Petrol,Front,"3 cyls, Turbocharged",100hp at 5000rpm,160Nm at 2800-3600rpm,Front-Wheel Drive,5,No,40 litres,20kpl,No,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,No,No,Electric,Tilt,Manual,5 m,Alloys,16-inches,195/60 R16,195/60 R16,Space-saver,Discs,Drums,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Manual,Rear,360-degree,Yes,No,No,Yes,Yes,LED,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,8-inch Touchscreen,Yes,Yes,No,No,Yes,Phone-based,Yes,No,No,No,Front and Rear,Driver's Window Only,Driver's Window Only,Yes,Yes,Yes,Yes,Yes,Auto 1-zone,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Digital,Digital,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,1014 kg,,,
Nissan,15,Nissan Magnite,Magnite,152,1.0 Turbo-petrol XV CVT,"36,518","972,000",8,Petrol,999 cc,SUV,5,5,2,100hp at 5000rpm,152Nm at 2200-4400rpm,CVT Auto,50000 km,2 Years,3994 mm,1758 mm,1572 mm,2500 mm,205 mm,336 litres,Petrol,Front,"3 cyls, Turbocharged",100hp at 5000rpm,152Nm at 2200-4400rpm,Front-Wheel Drive,,No,40 litres,17.7kpl,No,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,No,No,Electric,Tilt,Manual,5 m,Alloys,16-inches,195/60 R16,195/60 R16,Space-saver,Discs,Drums,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Manual,Rear,Rear,No,No,No,Yes,No,Halogen,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,8-inch Touchscreen,Yes,Yes,No,No,Yes,Phone-based,Yes,No,No,No,Front and Rear,Driver's Window Only,Driver's Window Only,Yes,Yes,Yes,Yes,Yes,Auto 1-zone,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Digital,Digital,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,1039 kg,,,
Nissan,15,Nissan Magnite,Magnite,152,1.0 Turbo-petrol XV Premium Tech,"36,518","857,000",8,Petrol,999 cc,SUV,5,5,2,100hp at 5000rpm,160Nm at 2800-3600rpm,5-speed Manual,50000 km,2 Years,3994 mm,1758 mm,1572 mm,2500 mm,205 mm,336 litres,Petrol,Front,"3 cyls, Turbocharged",100hp at 5000rpm,160Nm at 2800-3600rpm,Front-Wheel Drive,5,No,40 litres,20kpl,No,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,No,No,Electric,Tilt,Manual,5 m,Alloys,16-inches,195/60 R16,195/60 R16,Space-saver,Discs,Drums,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Manual,Rear,360-degree,Yes,No,No,Yes,Yes,LED,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,8-inch Touchscreen,Yes,Yes,No,No,Yes,Phone-based,Yes,No,No,No,Front and Rear,Driver's Window Only,Driver's Window Only,Yes,Yes,Yes,Yes,Yes,Auto 1-zone,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Digital,Digital,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,1014 kg,,,
Nissan,15,Nissan Magnite,Magnite,152,1.0 Turbo-petrol XV Premium (O) Tech,"36,518","1,002,000",8,Petrol,999 cc,SUV,5,5,2,100hp at 5000rpm,160Nm at 2800-3600rpm,5-speed Manual,50000 km,2 Years,3994 mm,1758 mm,1572 mm,2500 mm,205 mm,336 litres,Petrol,Front,"3 cyls, Turbocharged",100hp at 5000rpm,160Nm at 2800-3600rpm,Front-Wheel Drive,5,No,40 litres,20kpl,No,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,No,No,Electric,Tilt,Manual,5 m,Alloys,16-inches,195/60 R16,195/60 R16,Space-saver,Discs,Drums,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Manual,Rear,360-degree,Yes,No,No,Yes,Yes,LED,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,8-inch Touchscreen,Yes,Yes,No,No,Yes,Phone-based,Yes,No,No,No,Front and Rear,Driver's Window Only,Driver's Window Only,Yes,Yes,Yes,Yes,Yes,Auto 1-zone,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Digital,Digital,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,1014 kg,,,
Nissan,15,Nissan Magnite,Magnite,152,1.0 Turbo-petrol XV CVT Tech,"36,518","972,000",8,Petrol,999 cc,SUV,5,5,2,100hp at 5000rpm,152Nm at 2200-4400rpm,CVT Auto,50000 km,2 Years,3994 mm,1758 mm,1572 mm,2500 mm,205 mm,336 litres,Petrol,Front,"3 cyls, Turbocharged",100hp at 5000rpm,152Nm at 2200-4400rpm,Front-Wheel Drive,,No,40 litres,17.7kpl,No,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,No,No,Electric,Tilt,Manual,5 m,Alloys,16-inches,195/60 R16,195/60 R16,Space-saver,Discs,Drums,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Manual,Rear,Rear,No,No,No,Yes,No,Halogen,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,8-inch Touchscreen,Yes,Yes,No,No,Yes,Phone-based,Yes,No,No,No,Front and Rear,Driver's Window Only,Driver's Window Only,Yes,Yes,Yes,Yes,Yes,Auto 1-zone,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Digital,Digital,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,1039 kg,,,
Nissan,15,Nissan Magnite,Magnite,152,1.0 Turbo-petrol XV Premium CVT,"36,518","1,058,000",8,Petrol,999 cc,SUV,5,5,2,100hp at 5000rpm,152Nm at 2200-4400rpm,CVT Auto,50000 km,2 Years,3994 mm,1758 mm,1572 mm,2500 mm,205 mm,336 litres,Petrol,Front,"3 cyls, Turbocharged",100hp at 5000rpm,152Nm at 2200-4400rpm,Front-Wheel Drive,,No,40 litres,17.7kpl,No,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,No,No,Electric,Tilt,Manual,5 m,Alloys,16-inches,195/60 R16,195/60 R16,Space-saver,Discs,Drums,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Manual,Rear,360-degree,Yes,No,No,Yes,Yes,LED,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,8-inch Touchscreen,Yes,Yes,No,No,Yes,Phone-based,Yes,No,No,No,Front and Rear,Driver's Window Only,Driver's Window Only,Yes,Yes,Yes,Yes,Yes,Auto 1-zone,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Digital,Digital,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,1039 kg,,,
Nissan,15,Nissan Magnite,Magnite,152,1.0 Turbo-petrol XV Premium (O) CVT,"36,518","1,069,000",8,Petrol,999 cc,SUV,5,5,2,100hp at 5000rpm,152Nm at 2200-4400rpm,CVT Auto,50000 km,2 Years,3994 mm,1758 mm,1572 mm,2500 mm,205 mm,336 litres,Petrol,Front,"3 cyls, Turbocharged",100hp at 5000rpm,152Nm at 2200-4400rpm,Front-Wheel Drive,,No,40 litres,17.7kpl,No,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,No,No,Electric,Tilt,Manual,5 m,Alloys,16-inches,195/60 R16,195/60 R16,Space-saver,Discs,Drums,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Manual,Rear,360-degree,Yes,No,No,Yes,Yes,LED,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,8-inch Touchscreen,Yes,Yes,No,No,Yes,Phone-based,Yes,No,No,No,Front and Rear,Driver's Window Only,Driver's Window Only,Yes,Yes,Yes,Yes,Yes,Auto 1-zone,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Digital,Digital,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,1039 kg,,,
Nissan,15,Nissan Magnite,Magnite,152,1.0 Turbo-petrol XV Premium CVT Tech,"36,518","1,091,000",8,Petrol,999 cc,SUV,5,5,2,100hp at 5000rpm,152Nm at 2200-4400rpm,CVT Auto,50000 km,2 Years,3994 mm,1758 mm,1572 mm,2500 mm,205 mm,336 litres,Petrol,Front,"3 cyls, Turbocharged",100hp at 5000rpm,152Nm at 2200-4400rpm,Front-Wheel Drive,,No,40 litres,17.7kpl,No,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,No,No,Electric,Tilt,Manual,5 m,Alloys,16-inches,195/60 R16,195/60 R16,Space-saver,Discs,Drums,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Manual,Rear,360-degree,Yes,No,No,Yes,Yes,LED,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,8-inch Touchscreen,Yes,Yes,No,No,Yes,Phone-based,Yes,No,No,No,Front and Rear,Driver's Window Only,Driver's Window Only,Yes,Yes,Yes,Yes,Yes,Auto 1-zone,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Digital,Digital,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,1039 kg,,,
Nissan,15,Nissan Magnite,Magnite,152,1.0 Turbo-petrol XV Premium (O) CVT Tech,"36,518","1,102,000",8,Petrol,999 cc,SUV,5,5,2,100hp at 5000rpm,152Nm at 2200-4400rpm,CVT Auto,50000 km,2 Years,3994 mm,1758 mm,1572 mm,2500 mm,205 mm,336 litres,Petrol,Front,"3 cyls, Turbocharged",100hp at 5000rpm,152Nm at 2200-4400rpm,Front-Wheel Drive,,No,40 litres,17.7kpl,No,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,No,No,Electric,Tilt,Manual,5 m,Alloys,16-inches,195/60 R16,195/60 R16,Space-saver,Discs,Drums,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Manual,Rear,360-degree,Yes,No,No,Yes,Yes,LED,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,8-inch Touchscreen,Yes,Yes,No,No,Yes,Phone-based,Yes,No,No,No,Front and Rear,Driver's Window Only,Driver's Window Only,Yes,Yes,Yes,Yes,Yes,Auto 1-zone,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Digital,Digital,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,1039 kg,,,
Porsche,16,Porsche Macan,Macan,164,R4,474,"8,253,000",9,Petrol,1984 cc,SUV,5,5,6,252hp at 5000-6750rpm,370Nm at 1600-4500rpm,7-speed Dual-Clutch Auto,Unlimited km,2 Years,4696 mm,1923 mm,1624 mm,2807 mm,182 mm,500 litres,Petrol,Front,"4 cyls, Turbocharged",252hp at 5000-6750rpm,370Nm at 1600-4500rpm,All-Wheel Drive,7,No,65 litres,,Yes,"Independent, Double Wishbone",Coil Springs,"Independent, Multi-link",Coil Springs,Yes,No,Electro-Mechanical,Tilt and Telescopic,Electric,5.9 m,Alloys,18-inch,235/60 R18,255/55 R18,Space-saver,Discs,Discs,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Auto,Front and Rear,Rear,Yes,No,No,Yes,Yes,LED,LED,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,10.9-inch Touchscreen,No,No,No,No,No,Onboard,Yes,No,No,No,Front and Rear,All,All,Yes,Yes,Yes,No,No,Auto 3-zone,Yes,No,No,,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Alog,Alog,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1795 kg,,,
Porsche,16,Porsche Macan,Macan,164,S,474,"9,846,000",9,Petrol,2995 cc,SUV,5,5,8,354hp at 5400-6400rpm,480Nm at 1360-4800rpm,7-speed Dual-Clutch Auto,Unlimited km,2 Years,4696 mm,1923 mm,1624 mm,2807 mm,190-230 mm,458 litres,Petrol,Front,"V6, Turbocharged",354hp at 5400-6400rpm,480Nm at 1360-4800rpm,All-Wheel Drive,7,No,65 litres,,Yes,"Independent, Double Wishbone",Air Springs,"Independent, Multi-link",Air Springs,Yes,Yes,Electro-Mechanical,Tilt and Telescopic,Electric,5.9 m,Alloys,18-inch,235/60 R18,255/55 R18,Space-saver,Discs,Discs,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Auto,Front and Rear,No,Yes,No,No,Yes,Yes,LED,LED,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,10.9-inch Touchscreen,No,No,No,No,No,Onboard,Yes,No,No,No,Front and Rear,All,All,Yes,Yes,Yes,No,No,Auto 3-zone,Yes,No,No,,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Alog,Alog,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1865 kg,,,
Renault,17,Renault Duster,Duster,171,1.5 Petrol RxS,"2,940","1,100,000",7,Petrol,1498 cc,SUV,5,5,2,106hp at 5600rpm,142Nm at 4000rpm,5-speed Manual,50000 km,2 Years,4360 mm,1822 mm,1695 mm,2673 mm,205 mm,475 litres,Petrol,Front,4 cyls,106hp at 5600rpm,142Nm at 4000rpm,Front-Wheel Drive,5,No,50 litres,,No,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Trailing Arm",Coil Springs,No,No,Hydraulic,Tilt,Manual,5.2 m,Steel Rims with Wheel Covers,16-inches,215/65 R16,215/65 R16,Full-size,Discs,Drums,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Manual,Rear,No,No,No,No,Yes,Yes,Halogen,LED,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,7-inch Touchscreen,Yes,Yes,No,No,Yes,Phone-based,Yes,No,No,No,Front and Rear,No,No,Yes,No,Yes,No,No,Manual,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Alog,Alog,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,,,,
Renault,17,Renault Duster,Duster,171,1.5 Petrol RxZ,"2,940","1,208,000",7,Petrol,1498 cc,SUV,5,5,2,106hp at 5600rpm,142Nm at 4000rpm,5-speed Manual,50000 km,2 Years,4360 mm,1822 mm,1695 mm,2673 mm,205 mm,475 litres,Petrol,Front,4 cyls,106hp at 5600rpm,142Nm at 4000rpm,Front-Wheel Drive,5,No,50 litres,,No,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Trailing Arm",Coil Springs,No,No,Hydraulic,Tilt,Manual,5.2 m,Alloys,16-inches,215/65 R16,215/65 R16,Full-size,Discs,Drums,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Manual,Rear,Yes,No,No,No,Yes,Yes,Halogen,LED,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,7-inch Touchscreen,Yes,Yes,No,No,Yes,Phone-based,Yes,No,No,No,Front and Rear,Driver's Window Only,Driver's Window Only,Yes,Yes,Yes,No,No,Auto 1-zone,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Alog,Alog,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,,,,
Renault,17,Renault Duster,Duster,171,1.3 Turbo petrol RxE,"2,940","1,302,000",7,Petrol,1330 cc,SUV,5,5,2,156hp at 5500rpm,254Nm at 1600rpm,6-speed Manual,50000 km,2 Years,4360 mm,1822 mm,1695 mm,2673 mm,205 mm,475 litres,Petrol,Front,"4 cyls, Turbocharged",156hp at 5500rpm,254Nm at 1600rpm,Front-Wheel Drive,6,No,50 litres,,Yes,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Trailing Arm",Coil Springs,No,No,Hydraulic,Tilt,Manual,5.2 m,Steel Rims with Wheel Covers,16-inches,215/65 R16,215/65 R16,Full-size,Discs,Drums,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Manual,Rear,No,No,No,No,Yes,Yes,Halogen,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Front and Rear,No,No,No,No,Yes,No,No,Manual,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Alog,Alog,Yes,Yes,No,Yes,Yes,Yes,No,No,No,,,,
